timestamp,fan,ac,light,fridge,washing_machine,total_wh
2024-01-02 05:00:00,75.03,0.0,67.51,138.1,0.0,280.64
2024-01-02 06:00:00,78.01,0.0,0.0,118.72,0.0,196.73
2024-01-02 07:00:00,68.27,0.0,0.0,120.12,0.0,188.39
2024-01-02 08:00:00,67.42,0.0,0.0,170.64,461.95,700.01
2024-01-02 09:00:00,71.44,0.0,0.0,116.11,523.45,711.0
2024-01-02 10:00:00,78.65,1684.21,0.0,151.83,444.76,2359.45
2024-01-02 11:00:00,73.02,1478.17,0.0,153.89,483.97,2189.05
2024-01-02 12:00:00,72.7,1412.67,0.0,146.58,0.0,1631.95
2024-01-02 13:00:00,70.84,1213.0,0.0,180.49,0.0,1464.33
2024-01-02 14:00:00,72.4,1403.66,0.0,135.74,0.0,1611.8
2024-01-02 15:00:00,89.43,1635.6,0.0,162.02,0.0,1887.05
2024-01-02 16:00:00,60.02,1637.85,0.0,153.08,0.0,1850.95
2024-01-02 17:00:00,82.63,1601.78,0.0,150.65,0.0,1835.06
2024-01-02 18:00:00,70.82,1287.44,67.11,120.23,0.0,1545.6
2024-01-02 19:00:00,79.11,1676.21,53.5,174.24,0.0,1983.06
2024-01-02 20:00:00,90.28,1439.82,57.05,175.81,0.0,1762.96
2024-01-02 21:00:00,85.99,1766.35,56.13,161.59,0.0,2070.06
2024-01-02 22:00:00,52.11,1396.34,62.85,159.38,0.0,1670.68
2024-01-02 23:00:00,71.12,0.0,72.16,159.31,0.0,302.59
2024-01-03 00:00:00,74.34,0.0,63.46,165.76,0.0,303.56
2024-01-03 01:00:00,79.51,0.0,51.12,163.13,0.0,293.76
2024-01-03 02:00:00,74.54,0.0,60.47,128.11,0.0,263.12
2024-01-03 03:00:00,77.7,0.0,65.2,152.47,0.0,295.37
2024-01-03 04:00:00,89.22,0.0,66.42,133.12,0.0,288.76
2024-01-03 05:00:00,63.88,0.0,59.28,150.39,0.0,273.55
2024-01-03 06:00:00,75.49,0.0,0.0,156.7,0.0,232.19
2024-01-03 07:00:00,56.32,0.0,0.0,122.17,0.0,178.49
2024-01-03 08:00:00,59.62,0.0,0.0,126.34,519.83,705.79
2024-01-03 09:00:00,70.85,0.0,0.0,162.89,460.58,694.32
2024-01-03 10:00:00,88.03,1592.93,0.0,182.71,477.3,2340.97
2024-01-03 11:00:00,71.73,1511.14,0.0,135.34,445.62,2163.83
2024-01-03 12:00:00,79.95,1914.8,0.0,147.91,0.0,2142.66
2024-01-03 13:00:00,82.84,1405.42,0.0,143.83,0.0,1632.09
2024-01-03 14:00:00,80.01,1420.44,0.0,154.68,0.0,1655.13
2024-01-03 15:00:00,94.54,1373.52,0.0,96.61,0.0,1564.67
2024-01-03 16:00:00,73.45,1263.01,0.0,125.69,0.0,1462.15
2024-01-03 17:00:00,79.98,1116.09,0.0,167.68,0.0,1363.75
2024-01-03 18:00:00,97.25,1598.04,65.18,144.96,0.0,1905.43
2024-01-03 19:00:00,80.05,1471.35,54.26,134.05,0.0,1739.71
2024-01-03 20:00:00,77.61,1595.95,60.44,132.99,0.0,1866.99
2024-01-03 21:00:00,76.13,3820.2300000000005,70.57,143.96,0.0,4110.89
2024-01-03 22:00:00,93.57,1524.85,63.64,194.41,0.0,1876.47
2024-01-03 23:00:00,68.06,0.0,63.15,192.78,0.0,323.99
2024-01-04 00:00:00,77.56,0.0,58.11,128.99,0.0,264.66
2024-01-04 01:00:00,81.89,0.0,61.77,128.12,0.0,271.78
2024-01-04 02:00:00,73.23,0.0,56.39,148.42,0.0,278.04
2024-01-04 03:00:00,92.63,0.0,54.21,165.0,0.0,311.84
2024-01-04 04:00:00,88.99,0.0,58.9,145.93,0.0,293.82
2024-01-04 05:00:00,77.59,0.0,65.24,151.86,0.0,294.69
2024-01-04 06:00:00,69.22,0.0,0.0,159.95,0.0,229.17
2024-01-04 07:00:00,57.17,0.0,0.0,195.58,0.0,252.75
2024-01-04 08:00:00,93.69,0.0,0.0,129.64,474.39,697.72
2024-01-04 09:00:00,75.22,0.0,0.0,147.06,481.84,704.12
2024-01-04 10:00:00,75.29,1396.82,0.0,132.97,505.87,2110.95
2024-01-04 11:00:00,80.65,1569.83,0.0,143.77,501.83,2296.08
2024-01-04 12:00:00,66.11,1483.3,0.0,138.12,0.0,1687.53
2024-01-04 13:00:00,68.51,1558.25,0.0,194.06,0.0,1820.82
2024-01-04 14:00:00,61.09,1586.6,0.0,169.76,0.0,1817.45
2024-01-04 15:00:00,80.52,1712.44,0.0,160.1,0.0,1953.06
2024-01-04 16:00:00,53.26,1053.73,0.0,153.62,0.0,1260.61
2024-01-04 17:00:00,74.02,1799.57,0.0,156.34,0.0,2029.93
2024-01-04 18:00:00,64.26,1414.97,59.38,123.93,0.0,1662.54
2024-01-04 19:00:00,62.92,1775.62,57.47,192.07,0.0,2088.08
2024-01-04 20:00:00,69.17,1201.24,63.5,157.85,0.0,1491.76
2024-01-04 21:00:00,66.06,1577.77,64.78,173.14,0.0,1881.75
2024-01-04 22:00:00,58.04,1350.36,62.95,115.51,0.0,1586.86
2024-01-04 23:00:00,84.59,0.0,57.79,160.7,0.0,303.08
2024-01-05 00:00:00,63.8,0.0,61.38,161.9,0.0,287.08
2024-01-05 01:00:00,69.47,0.0,61.52,150.84,0.0,281.83
2024-01-05 02:00:00,91.01,0.0,56.08,150.45,0.0,297.54
2024-01-05 03:00:00,70.77,0.0,58.57,152.96,0.0,282.3
2024-01-05 04:00:00,70.15,0.0,50.86,124.74,0.0,245.75
2024-01-05 05:00:00,84.85,0.0,63.91,158.62,0.0,307.38
2024-01-05 06:00:00,84.2,0.0,0.0,175.7,0.0,259.9
2024-01-05 07:00:00,68.76,0.0,0.0,136.85,0.0,205.61
2024-01-05 08:00:00,79.79,0.0,0.0,169.23,437.22,686.24
2024-01-05 09:00:00,65.34,0.0,0.0,159.58,512.03,736.95
2024-01-05 10:00:00,55.73,1627.02,0.0,139.43,466.03,2288.21
2024-01-05 11:00:00,70.02,1371.06,0.0,157.45,483.07,2081.6
2024-01-05 12:00:00,81.77,1468.29,0.0,157.6,0.0,1707.66
2024-01-05 13:00:00,61.65,1392.54,0.0,146.54,0.0,1600.73
2024-01-05 14:00:00,81.86,1604.3,0.0,166.7,0.0,1852.86
2024-01-05 15:00:00,66.84,1357.11,0.0,160.62,0.0,1584.57
2024-01-05 16:00:00,75.98,1417.77,0.0,136.65,0.0,1630.4
2024-01-05 17:00:00,56.32,1189.85,0.0,120.91,0.0,1367.08
2024-01-05 18:00:00,60.61,1528.85,62.65,160.35,0.0,1812.46
2024-01-05 19:00:00,84.85,1502.52,52.52,137.33,0.0,1777.22
2024-01-05 20:00:00,71.37,1771.2,53.15,131.54,0.0,2027.26
2024-01-05 21:00:00,73.36,1580.98,58.06,136.42,0.0,1848.82
2024-01-05 22:00:00,88.84,1393.3,60.67,168.74,0.0,1711.55
2024-01-05 23:00:00,73.01,0.0,56.27,166.07,0.0,295.35
2024-01-06 00:00:00,67.34,0.0,60.09,193.83,0.0,321.26
2024-01-06 01:00:00,95.06,0.0,63.04,143.0,0.0,301.1
2024-01-06 02:00:00,77.39,0.0,54.69,157.51,0.0,289.59
2024-01-06 03:00:00,75.78,0.0,55.0,178.71,0.0,309.49
2024-01-06 04:00:00,80.6,0.0,60.66,167.3,0.0,308.56
2024-01-06 05:00:00,76.85,0.0,61.89,140.03,0.0,278.77
2024-01-06 06:00:00,72.83,0.0,0.0,112.3,0.0,185.13
2024-01-06 07:00:00,81.12,0.0,0.0,159.23,0.0,240.35
2024-01-06 08:00:00,75.1,0.0,0.0,137.05,535.51,747.66
2024-01-06 09:00:00,76.53,0.0,0.0,149.05,453.77,679.35
2024-01-06 10:00:00,66.48,1331.04,0.0,142.11,547.77,2087.4
2024-01-06 11:00:00,81.26,1319.29,0.0,169.0,472.42,2041.97
2024-01-06 12:00:00,82.55,1453.09,0.0,133.11,0.0,1668.75
2024-01-06 13:00:00,84.32,1597.81,0.0,139.42,0.0,1821.55
2024-01-06 14:00:00,81.56,1444.18,0.0,163.66,0.0,1689.4
2024-01-06 15:00:00,60.54,1457.07,0.0,116.85,0.0,1634.46
2024-01-06 16:00:00,77.53,1620.3,0.0,155.72,0.0,1853.55
2024-01-06 17:00:00,66.97,1638.86,0.0,144.1,0.0,1849.93
2024-01-06 18:00:00,84.74,1524.44,61.44,166.15,0.0,1836.77
2024-01-06 19:00:00,84.89,1316.65,59.95,155.28,0.0,1616.77
2024-01-06 20:00:00,70.97,1661.2,58.96,149.86,0.0,1940.99
2024-01-06 21:00:00,77.71,1430.5,57.72,123.07,0.0,1689.0
2024-01-06 22:00:00,59.65,1637.71,63.69,157.88,0.0,1918.93
2024-01-06 23:00:00,85.32,0.0,69.57,101.43,0.0,256.32
2024-01-07 00:00:00,63.58,0.0,54.88,144.21,0.0,262.67
2024-01-07 01:00:00,86.88,0.0,67.39,177.5,0.0,331.77
2024-01-07 02:00:00,79.69,0.0,55.46,164.33,0.0,299.48
2024-01-07 03:00:00,74.65,0.0,58.53,167.57,0.0,300.75
2024-01-07 04:00:00,69.71,0.0,52.05,140.71,0.0,262.47
2024-01-07 05:00:00,78.46,0.0,62.13,135.88,0.0,276.47
2024-01-07 06:00:00,57.48,0.0,0.0,160.27,0.0,217.75
2024-01-07 07:00:00,74.76,0.0,0.0,169.98,0.0,244.74
2024-01-07 08:00:00,58.06,0.0,0.0,155.32,481.65,695.03
2024-01-07 09:00:00,81.39,0.0,0.0,165.23,560.62,807.24
2024-01-07 10:00:00,72.27,1476.51,0.0,148.79,587.77,2285.34
2024-01-07 11:00:00,87.06,1142.96,0.0,140.11,501.66,1871.79
2024-01-07 12:00:00,82.69,1142.18,0.0,180.39,0.0,1405.26
2024-01-07 13:00:00,64.17,1084.81,0.0,152.29,0.0,1301.27
2024-01-07 14:00:00,93.33,1456.7,0.0,169.06,0.0,1719.09
2024-01-07 15:00:00,77.7,1712.01,0.0,159.81,0.0,1949.52
2024-01-07 16:00:00,69.67,1146.52,0.0,154.93,0.0,1371.12
2024-01-07 17:00:00,61.83,1514.27,0.0,145.57,0.0,1721.67
2024-01-07 18:00:00,65.61,1238.77,56.64,169.06,0.0,1530.08
2024-01-07 19:00:00,73.42,1559.04,60.89,109.76,0.0,1803.11
2024-01-07 20:00:00,78.44,1690.11,58.45,134.0,0.0,1961.0
2024-01-07 21:00:00,68.18,1492.1,45.75,169.77,0.0,1775.8
2024-01-07 22:00:00,80.28,1718.86,51.07,144.26,0.0,1994.47
2024-01-07 23:00:00,69.46,0.0,61.27,146.42,0.0,277.15
2024-01-08 00:00:00,71.85,0.0,50.6,155.31,0.0,277.76
2024-01-08 01:00:00,74.94,0.0,62.05,148.27,0.0,285.26
2024-01-08 02:00:00,56.42,0.0,59.32,183.34,0.0,299.08
2024-01-08 03:00:00,64.71,0.0,60.04,149.93,0.0,274.68
2024-01-08 04:00:00,77.19,0.0,59.28,131.31,0.0,267.78
2024-01-08 05:00:00,56.67,0.0,60.47,144.8,0.0,261.94
2024-01-08 06:00:00,81.11,0.0,0.0,148.21,0.0,229.32
2024-01-08 07:00:00,72.6,0.0,0.0,152.27,0.0,224.87
2024-01-08 08:00:00,85.86,0.0,0.0,155.5,515.72,757.08
2024-01-08 09:00:00,98.89,0.0,0.0,193.09,481.25,773.23
2024-01-08 10:00:00,82.39,1572.38,0.0,149.2,514.99,2318.96
2024-01-08 11:00:00,73.04,1474.49,0.0,132.57,460.28,2140.38
2024-01-08 12:00:00,72.17,1749.2,0.0,161.78,0.0,1983.15
2024-01-08 13:00:00,72.37,1545.39,0.0,173.37,0.0,1791.13
2024-01-08 14:00:00,93.28,1740.12,0.0,158.5,0.0,1991.9
2024-01-08 15:00:00,228.14999999999998,1434.4,0.0,162.51,0.0,1825.06
2024-01-08 16:00:00,75.12,1734.24,0.0,165.51,0.0,1974.87
2024-01-08 17:00:00,65.43,1708.24,0.0,146.91,0.0,1920.58
2024-01-08 18:00:00,70.16,1206.57,61.56,146.11,0.0,1484.4
2024-01-08 19:00:00,108.7,1585.22,66.79,172.0,0.0,1932.71
2024-01-08 20:00:00,71.14,1935.68,53.68,128.39,0.0,2188.89
2024-01-08 21:00:00,56.36,1576.82,68.24,151.85,0.0,1853.27
2024-01-08 22:00:00,73.78,1474.13,60.5,118.99,0.0,1727.4
2024-01-08 23:00:00,83.2,0.0,66.87,130.73,0.0,280.8
2024-01-09 00:00:00,70.85,0.0,58.68,158.76,0.0,288.29
2024-01-09 01:00:00,82.67,0.0,59.1,124.56,0.0,266.33
2024-01-09 02:00:00,83.87,0.0,63.33,161.72,0.0,308.92
2024-01-09 03:00:00,75.85,0.0,62.58,155.71,0.0,294.14
2024-01-09 04:00:00,89.07,0.0,61.94,133.32,0.0,284.33
2024-01-09 05:00:00,74.2,0.0,54.27,170.15,0.0,298.62
2024-01-09 06:00:00,65.18,0.0,0.0,124.73,0.0,189.91
2024-01-09 07:00:00,77.33,0.0,0.0,152.34,0.0,229.67
2024-01-09 08:00:00,75.25,0.0,0.0,156.92,470.28,702.45
2024-01-09 09:00:00,69.66,0.0,0.0,163.22,485.76,718.64
2024-01-09 10:00:00,91.83,1579.46,0.0,130.69,464.85,2266.83
2024-01-09 11:00:00,69.64,1413.47,0.0,171.02,522.04,2176.17
2024-01-09 12:00:00,73.58,1475.34,0.0,175.07,0.0,1723.99
2024-01-09 13:00:00,73.9,1277.31,0.0,141.27,0.0,1492.48
2024-01-09 14:00:00,71.51,1197.25,0.0,145.45,0.0,1414.21
2024-01-09 15:00:00,90.24,1498.88,0.0,121.44,0.0,1710.56
2024-01-09 16:00:00,54.94,1745.63,0.0,163.71,0.0,1964.28
2024-01-09 17:00:00,56.43,1743.78,0.0,157.76,0.0,1957.97
2024-01-09 18:00:00,72.3,1374.85,67.76,171.79,0.0,1686.7
2024-01-09 19:00:00,56.09,1386.38,58.96,141.42,0.0,1642.85
2024-01-09 20:00:00,62.41,1784.69,58.72,147.7,0.0,2053.52
2024-01-09 21:00:00,68.89,1639.02,55.74,159.55,0.0,1923.2
2024-01-09 22:00:00,78.54,1379.98,60.55,167.64,0.0,1686.71
2024-01-09 23:00:00,51.62,0.0,66.37,135.28,0.0,253.27
2024-01-10 00:00:00,77.22,0.0,57.28,177.81,0.0,312.31
2024-01-10 01:00:00,90.0,0.0,63.9,153.74,0.0,307.64
2024-01-10 02:00:00,76.35,0.0,49.5,153.09,0.0,278.94
2024-01-10 03:00:00,74.11,0.0,62.76,142.42,0.0,279.29
2024-01-10 04:00:00,95.49,0.0,55.59,147.16,0.0,298.24
2024-01-10 05:00:00,81.57,0.0,57.32,498.03,0.0,636.92
2024-01-10 06:00:00,73.83,0.0,0.0,150.83,0.0,224.66
2024-01-10 07:00:00,68.7,0.0,0.0,148.34,0.0,217.04
2024-01-10 08:00:00,76.86,0.0,0.0,157.74,467.35,701.95
2024-01-10 09:00:00,79.7,0.0,0.0,140.88,565.86,786.44
2024-01-10 10:00:00,69.96,1367.59,0.0,150.08,445.05,2032.68
2024-01-10 11:00:00,78.47,1376.13,0.0,171.03,455.12,2080.75
2024-01-10 12:00:00,67.02,1766.35,0.0,152.49,0.0,1985.86
2024-01-10 13:00:00,84.7,1503.92,0.0,158.02,0.0,1746.64
2024-01-10 14:00:00,83.58,1280.27,0.0,113.97,0.0,1477.82
2024-01-10 15:00:00,69.4,1772.73,0.0,129.55,0.0,1971.68
2024-01-10 16:00:00,83.66,1405.97,0.0,136.64,0.0,1626.27
2024-01-10 17:00:00,79.15,1236.76,0.0,164.04,0.0,1479.95
2024-01-10 18:00:00,70.11,1726.78,62.41,128.35,0.0,1987.65
2024-01-10 19:00:00,79.4,1479.67,63.66,183.2,0.0,1805.93
2024-01-10 20:00:00,64.54,1736.17,52.47,151.86,0.0,2005.04
2024-01-10 21:00:00,65.13,1600.85,62.23,152.29,0.0,1880.5
2024-01-10 22:00:00,71.54,1412.03,59.15,104.41,0.0,1647.13
2024-01-10 23:00:00,79.11,0.0,61.67,159.15,0.0,299.93
2024-01-11 00:00:00,67.04,0.0,62.3,149.27,0.0,278.61
2024-01-11 01:00:00,82.27,0.0,61.08,131.2,0.0,274.55
2024-01-11 02:00:00,67.08,0.0,66.11,134.21,0.0,267.4
2024-01-11 03:00:00,67.83,0.0,62.67,159.67,0.0,290.17
2024-01-11 04:00:00,88.82,0.0,63.79,163.42,0.0,316.03
2024-01-11 05:00:00,64.94,0.0,54.09,170.82,0.0,289.85
2024-01-11 06:00:00,81.56,0.0,0.0,155.34,0.0,236.9
2024-01-11 07:00:00,72.7,0.0,0.0,171.35,0.0,244.05
2024-01-11 08:00:00,80.72,0.0,0.0,176.12,470.35,727.19
2024-01-11 09:00:00,65.33,0.0,0.0,165.76,483.98,715.07
2024-01-11 10:00:00,59.47,1476.24,0.0,162.12,473.8,2171.63
2024-01-11 11:00:00,53.67,1514.04,0.0,190.14,537.45,2295.3
2024-01-11 12:00:00,78.58,1351.47,0.0,142.94,0.0,1572.99
2024-01-11 13:00:00,79.61,1407.65,0.0,155.83,0.0,1643.09
2024-01-11 14:00:00,60.77,1501.91,0.0,176.01,0.0,1738.69
2024-01-11 15:00:00,77.21,1619.32,0.0,189.66,0.0,1886.19
2024-01-11 16:00:00,80.96,1078.41,0.0,123.43,0.0,1282.8
2024-01-11 17:00:00,103.33,1625.94,0.0,160.24,0.0,1889.51
2024-01-11 18:00:00,75.88,1370.25,56.33,126.27,0.0,1628.73
2024-01-11 19:00:00,93.46,1364.9,59.24,160.3,0.0,1677.9
2024-01-11 20:00:00,76.51,1657.92,56.47,145.4,0.0,1936.3
2024-01-11 21:00:00,70.58,1549.3,52.5,177.86,0.0,1850.24
2024-01-11 22:00:00,90.59,1563.11,59.17,146.22,0.0,1859.09
2024-01-11 23:00:00,83.14,0.0,61.77,151.97,0.0,296.88
2024-01-12 00:00:00,65.85,0.0,47.96,178.1,0.0,291.91
2024-01-12 01:00:00,85.82,0.0,62.65,136.71,0.0,285.18
2024-01-12 02:00:00,69.33,0.0,61.18,171.04,0.0,301.55
2024-01-12 03:00:00,92.64,0.0,70.2,183.12,0.0,345.96
2024-01-12 04:00:00,84.21,0.0,53.25,159.07,0.0,296.53
2024-01-12 05:00:00,73.09,0.0,59.28,145.1,0.0,277.47
2024-01-12 06:00:00,65.73,0.0,0.0,138.44,0.0,204.17
2024-01-12 07:00:00,76.2,0.0,0.0,133.49,0.0,209.69
2024-01-12 08:00:00,74.57,0.0,0.0,183.51,572.11,830.19
2024-01-12 09:00:00,83.63,0.0,0.0,122.39,539.15,745.17
2024-01-12 10:00:00,83.92,1574.22,0.0,135.95,532.37,2326.46
2024-01-12 11:00:00,84.36,1561.35,0.0,105.32,1310.28,3061.31
2024-01-12 12:00:00,93.74,1315.91,0.0,461.43,0.0,1871.08
2024-01-12 13:00:00,87.84,1399.11,0.0,134.5,0.0,1621.45
2024-01-12 14:00:00,72.68,1317.8,0.0,134.53,0.0,1525.01
2024-01-12 15:00:00,78.12,1872.76,0.0,137.41,0.0,2088.29
2024-01-12 16:00:00,82.62,1242.45,0.0,205.34,0.0,1530.41
2024-01-12 17:00:00,57.1,1608.57,0.0,147.79,0.0,1813.46
2024-01-12 18:00:00,69.16,1234.11,60.37,150.56,0.0,1514.2
2024-01-12 19:00:00,59.73,1148.01,51.83,158.06,0.0,1417.63
2024-01-12 20:00:00,76.73,1389.35,71.35,155.51,0.0,1692.94
2024-01-12 21:00:00,75.22,1403.44,58.37,157.29,0.0,1694.32
2024-01-12 22:00:00,77.59,1577.08,54.88,163.68,0.0,1873.23
2024-01-12 23:00:00,93.48,0.0,63.9,146.96,0.0,304.34
2024-01-13 00:00:00,88.18,0.0,59.19,149.02,0.0,296.39
2024-01-13 01:00:00,65.01,0.0,49.7,158.95,0.0,273.66
2024-01-13 02:00:00,70.93,0.0,53.91,168.57,0.0,293.41
2024-01-13 03:00:00,63.27,0.0,66.74,141.04,0.0,271.05
2024-01-13 04:00:00,60.81,0.0,57.47,155.22,0.0,273.5
2024-01-13 05:00:00,70.73,0.0,56.71,159.4,0.0,286.84
2024-01-13 06:00:00,98.68,0.0,0.0,154.33,0.0,253.01
2024-01-13 07:00:00,64.43,0.0,0.0,101.61,0.0,166.04
2024-01-13 08:00:00,63.14,0.0,0.0,152.49,581.15,796.78
2024-01-13 09:00:00,88.15,0.0,0.0,164.52,493.76,746.43
2024-01-13 10:00:00,68.05,1462.31,0.0,175.82,488.54,2194.72
2024-01-13 11:00:00,89.43,1307.69,0.0,122.54,491.8,2011.46
2024-01-13 12:00:00,67.57,1454.03,0.0,153.95,0.0,1675.55
2024-01-13 13:00:00,61.76,1486.88,0.0,199.98,0.0,1748.62
2024-01-13 14:00:00,77.42,1610.92,0.0,113.1,0.0,1801.44
2024-01-13 15:00:00,72.35,1351.73,0.0,145.81,0.0,1569.89
2024-01-13 16:00:00,68.92,1223.51,0.0,116.22,0.0,1408.65
2024-01-13 17:00:00,79.84,1756.42,0.0,130.74,0.0,1967.0
2024-01-13 18:00:00,54.39,1275.65,57.04,171.59,0.0,1558.67
2024-01-13 19:00:00,86.14,1519.93,60.93,168.21,0.0,1835.21
2024-01-13 20:00:00,73.45,1226.62,61.3,154.23,0.0,1515.6
2024-01-13 21:00:00,93.39,1664.18,55.17,132.48,0.0,1945.22
2024-01-13 22:00:00,81.25,1317.88,55.33,152.29,0.0,1606.75
2024-01-13 23:00:00,83.51,0.0,60.19,155.45,0.0,299.15
2024-01-14 00:00:00,91.64,0.0,57.55,173.67,0.0,322.86
2024-01-14 01:00:00,71.22,0.0,63.67,149.7,0.0,284.59
2024-01-14 02:00:00,74.66,0.0,66.79,143.64,0.0,285.09
2024-01-14 03:00:00,102.94,0.0,61.15,159.59,0.0,323.68
2024-01-14 04:00:00,90.92,0.0,58.76,155.07,0.0,304.75
2024-01-14 05:00:00,58.45,0.0,55.91,131.25,0.0,245.61
2024-01-14 06:00:00,84.65,0.0,0.0,104.44,0.0,189.09
2024-01-14 07:00:00,89.93,0.0,0.0,144.98,0.0,234.91
2024-01-14 08:00:00,78.03,0.0,0.0,175.43,527.76,781.22
2024-01-14 09:00:00,94.67,0.0,0.0,131.62,441.95,668.24
2024-01-14 10:00:00,72.08,1391.25,0.0,159.94,526.97,2150.24
2024-01-14 11:00:00,63.13,1943.38,0.0,150.23,616.48,2773.22
2024-01-14 12:00:00,70.14,1566.55,0.0,163.71,0.0,1800.4
2024-01-14 13:00:00,91.35,1783.42,0.0,139.88,0.0,2014.65
2024-01-14 14:00:00,82.06,1591.88,0.0,165.58,0.0,1839.52
2024-01-14 15:00:00,92.73,1452.82,0.0,175.59,0.0,1721.14
2024-01-14 16:00:00,81.19,1563.26,0.0,179.2,0.0,1823.65
2024-01-14 17:00:00,72.13,1393.26,0.0,174.21,0.0,1639.6
2024-01-14 18:00:00,65.41,1533.79,57.6,149.03,0.0,1805.83
2024-01-14 19:00:00,74.57,1690.95,61.81,156.33,0.0,1983.66
2024-01-14 20:00:00,84.54,1405.3,57.89,167.19,0.0,1714.92
2024-01-14 21:00:00,82.39,1488.61,60.92,178.54,0.0,1810.46
2024-01-14 22:00:00,78.58,1049.04,58.26,130.8,0.0,1316.68
2024-01-14 23:00:00,61.94,0.0,50.13,120.72,0.0,232.79
2024-01-15 00:00:00,95.82,0.0,61.72,130.89,0.0,288.43
2024-01-15 01:00:00,72.33,0.0,56.32,174.43,0.0,303.08
2024-01-15 02:00:00,70.08,0.0,52.72,145.39,0.0,268.19
2024-01-15 03:00:00,94.98,0.0,57.34,152.14,0.0,304.46
2024-01-15 04:00:00,94.81,0.0,55.97,169.73,0.0,320.51
2024-01-15 05:00:00,86.53,0.0,53.39,137.96,0.0,277.88
2024-01-15 06:00:00,72.89,0.0,0.0,151.31,0.0,224.2
2024-01-15 07:00:00,62.18,0.0,0.0,134.25,0.0,196.43
2024-01-15 08:00:00,76.29,0.0,0.0,176.42,490.92,743.63
2024-01-15 09:00:00,61.42,0.0,0.0,142.34,547.68,751.44
2024-01-15 10:00:00,82.8,1683.66,0.0,172.73,461.64,2400.83
2024-01-15 11:00:00,81.36,2057.17,0.0,175.27,582.06,2895.86
2024-01-15 12:00:00,76.81,1601.57,0.0,136.3,0.0,1814.68
2024-01-15 13:00:00,63.32,1729.72,0.0,173.04,0.0,1966.08
2024-01-15 14:00:00,73.09,1548.48,0.0,158.95,0.0,1780.52
2024-01-15 15:00:00,86.26,1535.02,0.0,159.79,0.0,1781.07
2024-01-15 16:00:00,80.99,1403.75,0.0,168.8,0.0,1653.54
2024-01-15 17:00:00,99.21,1456.26,0.0,109.84,0.0,1665.31
2024-01-15 18:00:00,83.13,1626.69,58.01,110.95,0.0,1878.78
2024-01-15 19:00:00,97.11,1094.16,55.38,133.71,0.0,1380.36
2024-01-15 20:00:00,85.2,1528.88,69.08,148.13,0.0,1831.29
2024-01-15 21:00:00,93.51,1460.6,64.86,160.36,0.0,1779.33
2024-01-15 22:00:00,69.86,1469.34,60.7,151.85,0.0,1751.75
2024-01-15 23:00:00,65.73,0.0,54.73,176.59,0.0,297.05
2024-01-16 00:00:00,79.92,0.0,58.23,157.98,0.0,296.13
2024-01-16 01:00:00,83.23,0.0,58.91,137.36,0.0,279.5
2024-01-16 02:00:00,74.34,0.0,63.56,128.28,0.0,266.18
2024-01-16 03:00:00,67.87,0.0,64.13,127.61,0.0,259.61
2024-01-16 04:00:00,54.86,0.0,58.09,132.1,0.0,245.05
2024-01-16 05:00:00,75.25,0.0,53.77,132.77,0.0,261.79
